category,taxonomyRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,methodTags,keyIdea,strengths,limitations,paperLink,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy
Motor Imagery and Movement Decoding,90,2021,Monte Carlo Dropout for Uncertainty Estimation and Motor Imagery Classification,"Daily Milanés Hermosilla, Rafael Trujillo Codorniú, René López Baracaldo, Roberto Sagaró-Zamora, Denis Delisle Rodríguez, J. J. Villarejo-Mayor, et al.",Italian National Conference on Sensors,2021-10-30,91,5,146.731,dataset/benchmark; deep learning; communication,"Motor Imagery (MI)-based Brain–Computer Interfaces (BCIs) have been widely used as an alternative communication channel to patients with severe motor disabilities, achieving high classification accuracy through machine learning techniques.",open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3390/s21217241,https://www.semanticscholar.org/paper/74abc0787d45b64c3c87442683d14d1d393cc459,https://www.mdpi.com/1424-8220/21/21/7241/pdf?version=1635692688,10.3390/s21217241,,34770553,Computer Science; Medicine
Motor Imagery and Movement Decoding,91,2023,A Spiking Neural Network With Adaptive Graph Convolution and LSTM for EEG-Based Brain-Computer Interfaces,"Peiliang Gong, Pengpai Wang, Yueying Zhou, Daoqiang Zhang",IEEE transactions on neural systems and rehabilitation engineering,2023-02-22,78,5,145.88,deep learning; closed-loop,Electroencephalography (EEG) signals classification is essential for the brain-computer interface (BCI).,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/TNSRE.2023.3246989,https://www.semanticscholar.org/paper/147e306d10e8ee19caf3b84ffbda3a984cd5db8d,https://ieeexplore.ieee.org/ielx7/7333/4359219/10049464.pdf,10.1109/TNSRE.2023.3246989,,37027669,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,92,2022,SincNet-Based Hybrid Neural Network for Motor Imagery EEG Decoding,"Chang Liu, Jing Jin, I. Daly, Shurui Li, Hao Sun, Yitao Huang, et al.",IEEE transactions on neural systems and rehabilitation engineering,2022-03-02,72,4,145.86,dataset/benchmark,It is difficult to identify optimal cut-off frequencies for filters used with the common spatial pattern (CSP) method in motor imagery (MI)-based brain-computer interfaces (BCIs).,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/TNSRE.2022.3156076,https://www.semanticscholar.org/paper/89bd62aa62290f5d5e8f2d3c0ebf03c0892f957f,https://ieeexplore.ieee.org/ielx7/7333/9695946/09726162.pdf,10.1109/TNSRE.2022.3156076,,35235515,Computer Science; Medicine
Motor Imagery and Movement Decoding,93,2020,A Survey on the Use of Haptic Feedback for Brain-Computer Interfaces and Neurofeedback,"Mathis Fleury, Giulia Lioi, C. Barillot, A. Lécuyer",Frontiers in Neuroscience,2020-06-23,79,2,145.68,review; clinical/rehab; closed-loop,Neurofeedback (NF) and brain-computer interface (BCI) applications rely on the registration and real-time feedback of individual patterns of brain activity with the aim of achieving self-regulation of specific neural substrates or control of external devices.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnins.2020.00528,https://www.semanticscholar.org/paper/7fb568dada20c30f2986537106446dfb56fe8ff3,https://www.frontiersin.org/articles/10.3389/fnins.2020.00528/pdf,10.3389/fnins.2020.00528,,32655347,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,94,2020,EEG-based classification of lower limb motor imagery with brain network analysis.,"Lingyun Gu, Zhenhua Yu, Tian Ma, Haixian Wang, Zhanli Li, H. Fan",Neuroscience,2020-04-10,81,5,145.199,BCI method,This study aims to investigate the difference in cortical signal characteristics between the left and right foot imaginary movements and to improve the classification accuracy of the experimental tasks.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1016/j.neuroscience.2020.04.006,https://www.semanticscholar.org/paper/b396f3e9c0672727c3f10ee2030356b1b3c1718c,https://www.sciencedirect.com/science/article/am/pii/S0306452220302219,10.1016/j.neuroscience.2020.04.006,,32283182,Computer Science; Medicine; Psychology
Motor Imagery and Movement Decoding,95,2020,Motor Imagery Hand Movement Direction Decoding Using Brain Computer Interface to Aid Stroke Recovery and Rehabilitation,"V. Benzy, A. P. Vinod, R. Subasree, S. Alladi, K. Raghavendra",IEEE transactions on neural systems and rehabilitation engineering,2020-11-19,76,3,145.017,clinical/rehab,Motor Imagery (MI)-based Brain Computer Interface (BCI) system is a potential technology for active neurorehabilitation of stroke patients by complementing the conventional passive rehabilitation methods.,recognized venue,PDF link not available from metadata,https://doi.org/10.1109/TNSRE.2020.3039331,https://www.semanticscholar.org/paper/7133a82478d7523f8cdd19b624d192fd6543b38f,,10.1109/TNSRE.2020.3039331,,33211662,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,96,2020,Brain-computer interfaces: Definitions and principles.,"J. Wolpaw, J. Millán, N. Ramsey",Handbook of Clinical Neurology,,117,4,144.925,clinical/rehab; communication; closed-loop,"Throughout life, the central nervous system (CNS) interacts with the world and with the body by activating muscles and excreting hormones.",high citation signal (117),PDF link not available from metadata,https://doi.org/10.1016/b978-0-444-63934-9.00002-0,https://www.semanticscholar.org/paper/80bde0b897fcc06e0dc195802c77b0f9e0434a83,,10.1016/b978-0-444-63934-9.00002-0,,32164849,Computer Science; Medicine
Motor Imagery and Movement Decoding,97,2022,How to successfully classify EEG in motor imagery BCI: a metrological analysis of the state of the art,"P. Arpaia, Antonio Esposito, Angela Natalizio, M. Parvis",Journal of Neural Engineering,2022-05-31,96,1,144.62,review; dataset/benchmark,Objective.,recognized venue,PDF link not available from metadata,https://doi.org/10.1088/1741-2552/ac74e0,https://www.semanticscholar.org/paper/64872cbb90590c4ee92980b3739c8fb9aae8d096,,10.1088/1741-2552/ac74e0,,35640554,Engineering; Medicine; Physics
Motor Imagery and Movement Decoding,98,2022,Feature Extraction Method Based on Filter Banks and Riemannian Tangent Space in Motor-Imagery BCI,"Hua Fang, Jing Jin, I. Daly, Xingyu Wang",IEEE journal of biomedical and health informatics,2022-01-27,66,8,144.553,dataset/benchmark,Optimal feature extraction for multi-category motor imagery brain-computer interfaces (MI-BCIs) is a research hotspot.,open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/JBHI.2022.3146274,https://www.semanticscholar.org/paper/09d0e0147e46896e30c646f78e0728199f19966e,https://repository.essex.ac.uk/34091/1/Feature_Extraction_Method_Based_on_Filter_Banks_and_Riemannian_Tangent_Space_in_Motor-Imagery_BCI.pdf,10.1109/JBHI.2022.3146274,,35085095,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,99,2022,Multiattention Adaptation Network for Motor Imagery Recognition,"Peiyin Chen, Zhongke Gao, Miaomiao Yin, Jialing Wu, Kai Ma, C. Grebogi","IEEE Transactions on Systems, Man, and Cybernetics: Systems",2022-08-01,62,5,144.401,dataset/benchmark,Brain–computer interface (BCI) based on motor imagery electroencephalogram (EEG) has been widely used in various applications.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/tsmc.2021.3114145,https://www.semanticscholar.org/paper/d65981a7c69f066eabeb47b0a66e04f3926af1bf,https://aura.abdn.ac.uk/bitstream/2164/19441/1/Chen_etal_IEEE_Multi_Attention_Adaptation_AAM.pdf,10.1109/tsmc.2021.3114145,,,Computer Science
Motor Imagery and Movement Decoding,100,2024,An EEG motor imagery dataset for brain computer interface in acute stroke patients,"Haijie Liu, Penghu Wei, Haochong Wang, Xiaodong Lv, Wei Duan, Meijie Li, et al.",Scientific Data,2024-01-25,65,5,143.924,dataset/benchmark; clinical/rehab; communication,"The brain-computer interface (BCI) is a technology that involves direct communication with parts of the brain and has evolved rapidly in recent years; it has begun to be used in clinical practice, such as for patient rehabilitation.",open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1038/s41597-023-02787-8,https://www.semanticscholar.org/paper/64495c55f8c12dc456f19d91a26df8c932cac98f,https://www.nature.com/articles/s41597-023-02787-8.pdf,10.1038/s41597-023-02787-8,,38272904,Engineering; Medicine
Motor Imagery and Movement Decoding,101,2023,Graph Convolution Neural Network Based End-to-End Channel Selection and Classification for Motor Imagery Brain–Computer Interfaces,"Biao Sun, Zhengkun Liu, Zexu Wu, C. Mu, Ting Li",IEEE Transactions on Industrial Informatics,2023-09-01,70,3,143.732,dataset/benchmark; deep learning,Classification of electroencephalogram-based motor imagery (MI-EEG) tasks is crucial in brain–computer interface (BCI).,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/TII.2022.3227736,https://www.semanticscholar.org/paper/dd920f3fc06a6156db39057cc54d572953a7bd94,https://ieeexplore.ieee.org/ielx7/9424/10192510/09976236.pdf,10.1109/TII.2022.3227736,,,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,102,2021,Data Augmentation: Using Channel-Level Recombination to Improve Classification Performance for Motor Imagery EEG,"Yu Pei, Zhiguo Luo, Ye Yan, Huijiong Yan, Jing Jiang, Weiguo Li, et al.",Frontiers in Human Neuroscience,2021-03-11,82,2,143.49,dataset/benchmark; deep learning; closed-loop,The quality and quantity of training data are crucial to the performance of a deep-learning-based brain-computer interface (BCI) system.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnhum.2021.645952,https://www.semanticscholar.org/paper/1320decbd752faa4a012938be282964d23a08e47,https://www.frontiersin.org/articles/10.3389/fnhum.2021.645952/pdf,10.3389/fnhum.2021.645952,,33776673,Computer Science; Medicine
Motor Imagery and Movement Decoding,103,2021,NeuroGrasp: Real-Time EEG Classification of High-Level Motor Imagery Tasks Using a Dual-Stage Deep Learning Framework,"Jeong-Hyun Cho, Ji-Hoon Jeong, Seong-Whan Lee",IEEE Transactions on Cybernetics,2021-11-08,109,2,143.186,deep learning,Brain–computer interfaces (BCIs) have been widely employed to identify and estimate a user’s intention to trigger a robotic device by decoding motor imagery (MI) from an electroencephalogram (EEG).,high citation signal (109); recognized venue,PDF link not available from metadata,https://doi.org/10.1109/TCYB.2021.3122969,https://www.semanticscholar.org/paper/2429f35c5757f363e9a8628670865f3f7ab0e1a1,,10.1109/TCYB.2021.3122969,,34748509,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,104,2020,Temporal Combination Pattern Optimization Based on Feature Selection Method for Motor Imagery BCIs,"Jing Jiang, Chunhui Wang, Jinghan Wu, W. Qin, Minpeng Xu, Erwei Yin",Frontiers in Human Neuroscience,2020-06-30,63,4,142.965,dataset/benchmark,Common spatial pattern (CSP) method is widely used for spatial filtering and brain pattern extraction from electroencephalogram (EEG) signals in motor imagery (MI)-based brain-computer interfaces (BCIs).,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnhum.2020.00231,https://www.semanticscholar.org/paper/9b9888bab0bc2752636736bf1b88e4372b1cfb0d,https://www.frontiersin.org/articles/10.3389/fnhum.2020.00231/pdf,10.3389/fnhum.2020.00231,,32714167,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,105,2021,A Densely Connected Multi-Branch 3D Convolutional Neural Network for Motor Imagery EEG Decoding,"Tianjun Liu, Deling Yang",Brain Science,2021-02-01,51,6,142.954,dataset/benchmark; deep learning,"Motor imagery (MI) is a classical method of brain–computer interaction (BCI), in which electroencephalogram (EEG) signal features evoked by imaginary body movements are recognized, and relevant information is extracted.",recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3390/brainsci11020197,https://www.semanticscholar.org/paper/6dcad81f0903d0d1830cc35e6b0a1fb05c0ed690,https://www.mdpi.com/2076-3425/11/2/197/pdf?version=1613318284,10.3390/brainsci11020197,,33562623,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,106,2020,Recognition of EEG Signal Motor Imagery Intention Based on Deep Multi-View Feature Learning,"Jiacan Xu, Hao-Ze Zheng, Jianhui Wang, Donglin Li, Xiaoke Fang",Italian National Conference on Sensors,2020-06-01,83,4,142.948,dataset/benchmark; deep learning,Recognition of motor imagery intention is one of the hot current research focuses of brain-computer interface (BCI) studies.,open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3390/s20123496,https://www.semanticscholar.org/paper/a28110c06e78fce2f60b4be9de013d61f42f2dd1,https://www.mdpi.com/1424-8220/20/12/3496/pdf,10.3390/s20123496,,32575798,Computer Science; Medicine
Motor Imagery and Movement Decoding,107,2020,Developing a Motor Imagery-Based Real-Time Asynchronous Hybrid BCI Controller for a Lower-Limb Exoskeleton,"Junhyuk Choi, Keun-Tae Kim, J. Jeong, Laehyun Kim, S. Lee, Hyungmin Kim",Italian National Conference on Sensors,2020-12-01,77,7,142.778,BCI method,"This study aimed to develop an intuitive gait-related motor imagery (MI)-based hybrid brain-computer interface (BCI) controller for a lower-limb exoskeleton and investigate the feasibility of the controller under a practical scenario including stand-up, gait-forward, and sit-down.",open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3390/s20247309,https://www.semanticscholar.org/paper/79aaff43a7148ae45717662b9bbd301bb8461093,https://www.mdpi.com/1424-8220/20/24/7309/pdf?version=1608556299,10.3390/s20247309,,33352714,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,108,2021,A New Framework for Automatic Detection of Motor and Mental Imagery EEG Signals for Robust BCI Systems,"Xiaojun Yu, Muhammad Zulkifal Aziz, M. Sadiq, Zeming Fan, G. Xiao",IEEE Transactions on Instrumentation and Measurement,,87,4,141.971,BCI method,Nonstationary signal decomposition (SD) is a primary procedure to extract monotonic components or modes from electroencephalogram (EEG) signals for the development of robust brain–computer interface (BCI) systems.,recognized venue,PDF link not available from metadata,https://doi.org/10.1109/TIM.2021.3069026,https://www.semanticscholar.org/paper/50c5929df686f54369aef743b2ced0a5d5383ec1,,10.1109/TIM.2021.3069026,,,Computer Science; Medicine
